Type	Predicate	Enabled
class clang::CompoundStmt *	clang::SEHFinallyStmt::getBlock	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::SEHFinallyStmt::children	1
_Bool	clang::MatrixSubscriptExpr::isIncomplete	1
const class clang::Expr *	clang::MatrixSubscriptExpr::getBase	1
const class clang::Expr *	clang::MatrixSubscriptExpr::getRowIdx	1
const class clang::Expr *	clang::MatrixSubscriptExpr::getColumnIdx	1
class clang::SourceLocation	clang::MatrixSubscriptExpr::getBeginLoc	1
class clang::SourceLocation	clang::MatrixSubscriptExpr::getEndLoc	1
class clang::SourceLocation	clang::MatrixSubscriptExpr::getExprLoc	1
class clang::SourceLocation	clang::MatrixSubscriptExpr::getRBracketLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::MatrixSubscriptExpr::children	1
class clang::SourceLocation	clang::UnaryTransformTypeLoc::getKWLoc	1
class clang::SourceLocation	clang::UnaryTransformTypeLoc::getLParenLoc	1
class clang::SourceLocation	clang::UnaryTransformTypeLoc::getRParenLoc	1
class clang::TypeSourceInfo *	clang::UnaryTransformTypeLoc::getUnderlyingTInfo	1
class clang::SourceRange	clang::UnaryTransformTypeLoc::getLocalSourceRange	1
class clang::SourceRange	clang::UnaryTransformTypeLoc::getParensRange	1
_Bool	clang::IncompleteArrayType::isSugared	1
class clang::QualType	clang::IncompleteArrayType::desugar	1
class clang::SourceLocation	clang::AttributedStmt::getAttrLoc	1
class llvm::ArrayRef<const class clang::Attr *>	clang::AttributedStmt::getAttrs	1
const class clang::Stmt *	clang::AttributedStmt::getSubStmt	1
class clang::SourceLocation	clang::AttributedStmt::getBeginLoc	1
class clang::SourceLocation	clang::AttributedStmt::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::AttributedStmt::children	1
const class clang::Expr *	clang::FullExpr::getSubExpr	1
class clang::SourceRange	clang::TypedefDecl::getSourceRange	1
const class clang::IdentifierInfo *	clang::MacroQualifiedType::getMacroIdentifier	1
class clang::QualType	clang::MacroQualifiedType::getUnderlyingType	1
class clang::QualType	clang::MacroQualifiedType::getModifiedType	1
_Bool	clang::MacroQualifiedType::isSugared	1
class clang::QualType	clang::MacroQualifiedType::desugar	1
_Bool	clang::CoawaitExpr::isImplicit	1
class clang::QualType	clang::UsingTypeLoc::getUnderlyingType	1
class clang::UsingShadowDecl *	clang::UsingTypeLoc::getFoundDecl	1
const class clang::EnumDecl *	clang::EnumDecl::getCanonicalDecl	1
const class clang::EnumDecl *	clang::EnumDecl::getPreviousDecl	1
const class clang::EnumDecl *	clang::EnumDecl::getMostRecentDecl	1
class clang::EnumDecl *	clang::EnumDecl::getDefinition	1
class clang::SourceRange	clang::EnumDecl::getSourceRange	1
class llvm::iterator_range<class clang::DeclContext::specific_decl_iterator<class clang::EnumConstantDecl> >	clang::EnumDecl::enumerators	1
class clang::DeclContext::specific_decl_iterator<class clang::EnumConstantDecl>	clang::EnumDecl::enumerator_begin	0
class clang::DeclContext::specific_decl_iterator<class clang::EnumConstantDecl>	clang::EnumDecl::enumerator_end	0
class clang::QualType	clang::EnumDecl::getPromotionType	1
class clang::QualType	clang::EnumDecl::getIntegerType	1
class clang::TypeSourceInfo *	clang::EnumDecl::getIntegerTypeSourceInfo	1
class clang::SourceRange	clang::EnumDecl::getIntegerTypeRange	1
unsigned int	clang::EnumDecl::getNumPositiveBits	1
unsigned int	clang::EnumDecl::getNumNegativeBits	1
_Bool	clang::EnumDecl::isScoped	1
_Bool	clang::EnumDecl::isScopedUsingClassTag	1
_Bool	clang::EnumDecl::isFixed	1
_Bool	clang::EnumDecl::isComplete	1
_Bool	clang::EnumDecl::isClosed	1
_Bool	clang::EnumDecl::isClosedFlag	1
_Bool	clang::EnumDecl::isClosedNonFlag	1
class clang::EnumDecl *	clang::EnumDecl::getTemplateInstantiationPattern	1
class clang::EnumDecl *	clang::EnumDecl::getInstantiatedFromMemberEnum	1
enum clang::TemplateSpecializationKind	clang::EnumDecl::getTemplateSpecializationKind	1
class clang::MemberSpecializationInfo *	clang::EnumDecl::getMemberSpecializationInfo	1
const class clang::Type *	clang::UnqualTypeLoc::getTypePtr	1
enum clang::TypeLoc::TypeLocClass	clang::UnqualTypeLoc::getTypeLocClass	1
class llvm::ArrayRef<class clang::NamedDecl *>	clang::IndirectFieldDecl::chain	1
class clang::NamedDecl *const *	clang::IndirectFieldDecl::chain_begin	0
class clang::NamedDecl *const *	clang::IndirectFieldDecl::chain_end	0
unsigned int	clang::IndirectFieldDecl::getChainingSize	1
class clang::FieldDecl *	clang::IndirectFieldDecl::getAnonField	1
class clang::VarDecl *	clang::IndirectFieldDecl::getVarDecl	1
const class clang::IndirectFieldDecl *	clang::IndirectFieldDecl::getCanonicalDecl	1
class clang::SourceLocation	clang::GNUNullExpr::getTokenLocation	1
class clang::SourceLocation	clang::GNUNullExpr::getBeginLoc	1
class clang::SourceLocation	clang::GNUNullExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::GNUNullExpr::children	1
class clang::Expr *	clang::MaterializeTemporaryExpr::getSubExpr	1
enum clang::StorageDuration	clang::MaterializeTemporaryExpr::getStorageDuration	1
const class clang::LifetimeExtendedTemporaryDecl *	clang::MaterializeTemporaryExpr::getLifetimeExtendedTemporaryDecl	1
const class clang::ValueDecl *	clang::MaterializeTemporaryExpr::getExtendingDecl	1
unsigned int	clang::MaterializeTemporaryExpr::getManglingNumber	1
_Bool	clang::MaterializeTemporaryExpr::isBoundToLvalueReference	1
class clang::SourceLocation	clang::MaterializeTemporaryExpr::getBeginLoc	1
class clang::SourceLocation	clang::MaterializeTemporaryExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::MaterializeTemporaryExpr::children	1
_Bool	clang::LValueReferenceType::isSugared	1
class clang::QualType	clang::LValueReferenceType::desugar	1
class clang::SourceLocation	clang::CXXCatchStmt::getBeginLoc	1
class clang::SourceLocation	clang::CXXCatchStmt::getEndLoc	1
class clang::SourceLocation	clang::CXXCatchStmt::getCatchLoc	1
class clang::VarDecl *	clang::CXXCatchStmt::getExceptionDecl	1
class clang::QualType	clang::CXXCatchStmt::getCaughtType	1
class clang::Stmt *	clang::CXXCatchStmt::getHandlerBlock	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXCatchStmt::children	1
class clang::Expr *	clang::TypeOfExprType::getUnderlyingExpr	1
enum clang::TypeOfKind	clang::TypeOfExprType::getKind	1
class clang::QualType	clang::TypeOfExprType::desugar	1
_Bool	clang::TypeOfExprType::isSugared	1
_Bool	clang::CXXMethodDecl::isStatic	1
_Bool	clang::CXXMethodDecl::isInstance	1
_Bool	clang::CXXMethodDecl::isConst	1
_Bool	clang::CXXMethodDecl::isVolatile	1
_Bool	clang::CXXMethodDecl::isVirtual	1
_Bool	clang::CXXMethodDecl::isCopyAssignmentOperator	1
_Bool	clang::CXXMethodDecl::isMoveAssignmentOperator	1
const class clang::CXXMethodDecl *	clang::CXXMethodDecl::getCanonicalDecl	1
const class clang::CXXMethodDecl *	clang::CXXMethodDecl::getMostRecentDecl	1
const class clang::CXXMethodDecl *const *	clang::CXXMethodDecl::begin_overridden_methods	0
const class clang::CXXMethodDecl *const *	clang::CXXMethodDecl::end_overridden_methods	0
unsigned int	clang::CXXMethodDecl::size_overridden_methods	1
class llvm::iterator_range<const class clang::CXXMethodDecl *const *>	clang::CXXMethodDecl::overridden_methods	1
const class clang::CXXRecordDecl *	clang::CXXMethodDecl::getParent	1
class clang::QualType	clang::CXXMethodDecl::getThisType	1
class clang::QualType	clang::CXXMethodDecl::getThisObjectType	1
class clang::Qualifiers	clang::CXXMethodDecl::getMethodQualifiers	1
enum clang::RefQualifierKind	clang::CXXMethodDecl::getRefQualifier	1
_Bool	clang::CXXMethodDecl::hasInlineBody	1
_Bool	clang::CXXMethodDecl::isLambdaStaticInvoker	1
class clang::SourceLocation	clang::CharacterLiteral::getLocation	1
enum clang::CharacterLiteral::CharacterKind	clang::CharacterLiteral::getKind	1
class clang::SourceLocation	clang::CharacterLiteral::getBeginLoc	1
class clang::SourceLocation	clang::CharacterLiteral::getEndLoc	1
unsigned int	clang::CharacterLiteral::getValue	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CharacterLiteral::children	1
_Bool	clang::CXXDependentScopeMemberExpr::isImplicitAccess	1
class clang::Expr *	clang::CXXDependentScopeMemberExpr::getBase	1
class clang::QualType	clang::CXXDependentScopeMemberExpr::getBaseType	1
_Bool	clang::CXXDependentScopeMemberExpr::isArrow	1
class clang::SourceLocation	clang::CXXDependentScopeMemberExpr::getOperatorLoc	1
class clang::NestedNameSpecifier *	clang::CXXDependentScopeMemberExpr::getQualifier	1
class clang::NestedNameSpecifierLoc	clang::CXXDependentScopeMemberExpr::getQualifierLoc	1
class clang::NamedDecl *	clang::CXXDependentScopeMemberExpr::getFirstQualifierFoundInScope	1
const struct clang::DeclarationNameInfo &	clang::CXXDependentScopeMemberExpr::getMemberNameInfo	1
class clang::DeclarationName	clang::CXXDependentScopeMemberExpr::getMember	1
class clang::SourceLocation	clang::CXXDependentScopeMemberExpr::getMemberLoc	1
class clang::SourceLocation	clang::CXXDependentScopeMemberExpr::getTemplateKeywordLoc	1
class clang::SourceLocation	clang::CXXDependentScopeMemberExpr::getLAngleLoc	1
class clang::SourceLocation	clang::CXXDependentScopeMemberExpr::getRAngleLoc	1
_Bool	clang::CXXDependentScopeMemberExpr::hasTemplateKeyword	1
_Bool	clang::CXXDependentScopeMemberExpr::hasExplicitTemplateArgs	1
const class clang::TemplateArgumentLoc *	clang::CXXDependentScopeMemberExpr::getTemplateArgs	1
unsigned int	clang::CXXDependentScopeMemberExpr::getNumTemplateArgs	1
class llvm::ArrayRef<class clang::TemplateArgumentLoc>	clang::CXXDependentScopeMemberExpr::template_arguments	1
class clang::SourceLocation	clang::CXXDependentScopeMemberExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXDependentScopeMemberExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXDependentScopeMemberExpr::children	1
class clang::SourceLocation	clang::DependentVectorTypeLoc::getNameLoc	1
class clang::SourceRange	clang::DependentVectorTypeLoc::getLocalSourceRange	1
class clang::TypeLoc	clang::DependentVectorTypeLoc::getElementLoc	1
class clang::QualType	clang::DependentVectorTypeLoc::getInnerType	1
const class clang::APValue &	clang::TemplateParamObjectDecl::getValue	1
const class clang::TemplateParamObjectDecl *	clang::TemplateParamObjectDecl::getCanonicalDecl	1
class llvm::ArrayRef<class llvm::PointerUnion<class clang::BlockDecl *, class clang::CompoundLiteralExpr *> >	clang::ExprWithCleanups::getObjects	1
unsigned int	clang::ExprWithCleanups::getNumObjects	1
_Bool	clang::ExprWithCleanups::cleanupsHaveSideEffects	1
class clang::SourceLocation	clang::ExprWithCleanups::getBeginLoc	1
class clang::SourceLocation	clang::ExprWithCleanups::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ExprWithCleanups::children	1
class clang::TypeAliasDecl *	clang::TypeAliasTemplateDecl::getTemplatedDecl	1
const class clang::TypeAliasTemplateDecl *	clang::TypeAliasTemplateDecl::getCanonicalDecl	1
const class clang::TypeAliasTemplateDecl *	clang::TypeAliasTemplateDecl::getPreviousDecl	1
class clang::TypeAliasTemplateDecl *	clang::TypeAliasTemplateDecl::getInstantiatedFromMemberTemplate	1
class clang::UsingShadowDecl *	clang::UsingType::getFoundDecl	1
class clang::QualType	clang::UsingType::getUnderlyingType	1
_Bool	clang::UsingType::isSugared	1
class clang::QualType	clang::UsingType::desugar	1
_Bool	clang::UsingType::typeMatchesDecl	1
class llvm::ArrayRef<class clang::BindingDecl *>	clang::DecompositionDecl::bindings	1
class clang::TemplateName	clang::DeducedTemplateSpecializationType::getTemplateName	1
const class clang::Stmt *	clang::DefaultStmt::getSubStmt	1
class clang::SourceLocation	clang::DefaultStmt::getDefaultLoc	1
class clang::SourceLocation	clang::DefaultStmt::getBeginLoc	1
class clang::SourceLocation	clang::DefaultStmt::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::DefaultStmt::children	1
_Bool	clang::MSPropertyDecl::hasGetter	1
class clang::IdentifierInfo *	clang::MSPropertyDecl::getGetterId	1
_Bool	clang::MSPropertyDecl::hasSetter	1
class clang::IdentifierInfo *	clang::MSPropertyDecl::getSetterId	1
const class clang::RecordDecl *	clang::RecordDecl::getPreviousDecl	1
const class clang::RecordDecl *	clang::RecordDecl::getMostRecentDecl	1
_Bool	clang::RecordDecl::hasFlexibleArrayMember	1
_Bool	clang::RecordDecl::isAnonymousStructOrUnion	1
_Bool	clang::RecordDecl::hasObjectMember	1
_Bool	clang::RecordDecl::hasVolatileMember	1
_Bool	clang::RecordDecl::hasLoadedFieldsFromExternalStorage	1
_Bool	clang::RecordDecl::isNonTrivialToPrimitiveDefaultInitialize	1
_Bool	clang::RecordDecl::isNonTrivialToPrimitiveCopy	1
_Bool	clang::RecordDecl::isNonTrivialToPrimitiveDestroy	1
_Bool	clang::RecordDecl::hasNonTrivialToPrimitiveDefaultInitializeCUnion	1
_Bool	clang::RecordDecl::hasNonTrivialToPrimitiveDestructCUnion	1
_Bool	clang::RecordDecl::hasNonTrivialToPrimitiveCopyCUnion	1
_Bool	clang::RecordDecl::canPassInRegisters	1
enum clang::RecordDecl::ArgPassingKind	clang::RecordDecl::getArgPassingRestrictions	1
_Bool	clang::RecordDecl::isParamDestroyedInCallee	1
_Bool	clang::RecordDecl::isRandomized	1
_Bool	clang::RecordDecl::isInjectedClassName	1
_Bool	clang::RecordDecl::isLambda	1
_Bool	clang::RecordDecl::isCapturedRecord	1
class clang::RecordDecl *	clang::RecordDecl::getDefinition	1
_Bool	clang::RecordDecl::isOrContainsUnion	1
class llvm::iterator_range<class clang::DeclContext::specific_decl_iterator<class clang::FieldDecl> >	clang::RecordDecl::fields	1
class clang::DeclContext::specific_decl_iterator<class clang::FieldDecl>	clang::RecordDecl::field_begin	0
class clang::DeclContext::specific_decl_iterator<class clang::FieldDecl>	clang::RecordDecl::field_end	0
_Bool	clang::RecordDecl::field_empty	1
const class clang::FieldDecl *	clang::RecordDecl::findFirstNamedDataMember	1
class clang::SourceLocation	clang::ImplicitValueInitExpr::getBeginLoc	1
class clang::SourceLocation	clang::ImplicitValueInitExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ImplicitValueInitExpr::children	1
class clang::SourceLocation	clang::DependentAddressSpaceTypeLoc::getAttrNameLoc	1
class clang::Expr *	clang::DependentAddressSpaceTypeLoc::getAttrExprOperand	1
class clang::SourceRange	clang::DependentAddressSpaceTypeLoc::getAttrOperandParensRange	1
class clang::SourceRange	clang::DependentAddressSpaceTypeLoc::getLocalSourceRange	1
class clang::QualType	clang::DependentAddressSpaceTypeLoc::getInnerType	1
class clang::TypeLoc	clang::DependentAddressSpaceTypeLoc::getPointeeTypeLoc	1
_Bool	clang::CXXBoolLiteralExpr::getValue	1
class clang::SourceLocation	clang::CXXBoolLiteralExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXBoolLiteralExpr::getEndLoc	1
class clang::SourceLocation	clang::CXXBoolLiteralExpr::getLocation	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXBoolLiteralExpr::children	1
class clang::TypeLoc	clang::BTFTagAttributedTypeLoc::getWrappedLoc	1
const class clang::BTFTypeTagAttr *	clang::BTFTagAttributedTypeLoc::getAttr	1
class clang::SourceRange	clang::BTFTagAttributedTypeLoc::getLocalSourceRange	1
class clang::QualType	clang::BTFTagAttributedTypeLoc::getInnerType	1
class clang::Expr *	clang::VariableArrayType::getSizeExpr	1
class clang::SourceRange	clang::VariableArrayType::getBracketsRange	1
class clang::SourceLocation	clang::VariableArrayType::getLBracketLoc	1
class clang::SourceLocation	clang::VariableArrayType::getRBracketLoc	1
_Bool	clang::VariableArrayType::isSugared	1
class clang::QualType	clang::VariableArrayType::desugar	1
class clang::QualType	clang::TypeOfTypeLoc::getUnmodifiedType	1
class clang::TypeSourceInfo *	clang::TypeOfTypeLoc::getUnmodifiedTInfo	1
class clang::QualType	clang::InjectedClassNameType::getInjectedSpecializationType	1
const class clang::TemplateSpecializationType *	clang::InjectedClassNameType::getInjectedTST	1
class clang::TemplateName	clang::InjectedClassNameType::getTemplateName	1
class clang::CXXRecordDecl *	clang::InjectedClassNameType::getDecl	1
_Bool	clang::InjectedClassNameType::isSugared	1
class clang::QualType	clang::InjectedClassNameType::desugar	1
class clang::Expr *	clang::ConvertVectorExpr::getSrcExpr	1
class clang::TypeSourceInfo *	clang::ConvertVectorExpr::getTypeSourceInfo	1
class clang::SourceLocation	clang::ConvertVectorExpr::getBuiltinLoc	1
class clang::SourceLocation	clang::ConvertVectorExpr::getRParenLoc	1
class clang::SourceLocation	clang::ConvertVectorExpr::getBeginLoc	1
class clang::SourceLocation	clang::ConvertVectorExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ConvertVectorExpr::children	1
class clang::ClassTemplateDecl *	clang::ClassTemplateSpecializationDecl::getSpecializedTemplate	1
const class clang::TemplateArgumentList &	clang::ClassTemplateSpecializationDecl::getTemplateArgs	1
enum clang::TemplateSpecializationKind	clang::ClassTemplateSpecializationDecl::getSpecializationKind	1
_Bool	clang::ClassTemplateSpecializationDecl::isExplicitSpecialization	1
_Bool	clang::ClassTemplateSpecializationDecl::isClassScopeExplicitSpecialization	1
_Bool	clang::ClassTemplateSpecializationDecl::isExplicitInstantiationOrSpecialization	1
class clang::SourceLocation	clang::ClassTemplateSpecializationDecl::getPointOfInstantiation	1
class llvm::PointerUnion<class clang::ClassTemplateDecl *, class clang::ClassTemplatePartialSpecializationDecl *>	clang::ClassTemplateSpecializationDecl::getInstantiatedFrom	1
class llvm::PointerUnion<class clang::ClassTemplateDecl *, class clang::ClassTemplatePartialSpecializationDecl *>	clang::ClassTemplateSpecializationDecl::getSpecializedTemplateOrPartial	1
const class clang::TemplateArgumentList &	clang::ClassTemplateSpecializationDecl::getTemplateInstantiationArgs	1
class clang::TypeSourceInfo *	clang::ClassTemplateSpecializationDecl::getTypeAsWritten	1
class clang::SourceLocation	clang::ClassTemplateSpecializationDecl::getExternLoc	1
class clang::SourceLocation	clang::ClassTemplateSpecializationDecl::getTemplateKeywordLoc	1
class clang::SourceRange	clang::ClassTemplateSpecializationDecl::getSourceRange	1
_Bool	clang::BitIntType::isUnsigned	1
_Bool	clang::BitIntType::isSigned	1
unsigned int	clang::BitIntType::getNumBits	1
_Bool	clang::BitIntType::isSugared	1
class clang::QualType	clang::BitIntType::desugar	1
class clang::QualType	clang::ReferenceTypeLoc::getInnerType	1
_Bool	clang::NamespaceDecl::isAnonymousNamespace	1
_Bool	clang::NamespaceDecl::isInline	1
_Bool	clang::NamespaceDecl::isNested	1
const class clang::NamespaceDecl *	clang::NamespaceDecl::getOriginalNamespace	1
_Bool	clang::NamespaceDecl::isOriginalNamespace	1
