Type	Predicate	Enabled
class clang::SourceLocation	clang::SwitchStmt::getRParenLoc	1
_Bool	clang::SwitchStmt::isAllEnumCasesCovered	1
class clang::SourceLocation	clang::SwitchStmt::getBeginLoc	1
class clang::SourceLocation	clang::SwitchStmt::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::SwitchStmt::children	1
class clang::SourceLocation	clang::AddrLabelExpr::getAmpAmpLoc	1
class clang::SourceLocation	clang::AddrLabelExpr::getLabelLoc	1
class clang::SourceLocation	clang::AddrLabelExpr::getBeginLoc	1
class clang::SourceLocation	clang::AddrLabelExpr::getEndLoc	1
class clang::LabelDecl *	clang::AddrLabelExpr::getLabel	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::AddrLabelExpr::children	1
const class clang::SwitchCase *	clang::SwitchCase::getNextSwitchCase	1
class clang::SourceLocation	clang::SwitchCase::getKeywordLoc	1
class clang::SourceLocation	clang::SwitchCase::getColonLoc	1
const class clang::Stmt *	clang::SwitchCase::getSubStmt	1
class clang::SourceLocation	clang::SwitchCase::getBeginLoc	1
class clang::SourceLocation	clang::SwitchCase::getEndLoc	1
class clang::QualType	clang::PipeType::getElementType	1
_Bool	clang::PipeType::isSugared	1
class clang::QualType	clang::PipeType::desugar	1
_Bool	clang::PipeType::isReadOnly	1
class clang::LabelDecl *	clang::GotoStmt::getLabel	1
class clang::SourceLocation	clang::GotoStmt::getGotoLoc	1
class clang::SourceLocation	clang::GotoStmt::getLabelLoc	1
class clang::SourceLocation	clang::GotoStmt::getBeginLoc	1
class clang::SourceLocation	clang::GotoStmt::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::GotoStmt::children	1
class clang::VarDecl *	clang::FunctionParmPackExpr::getParameterPack	1
class clang::SourceLocation	clang::FunctionParmPackExpr::getParameterPackLocation	1
class clang::VarDecl *const *	clang::FunctionParmPackExpr::begin	0
class clang::VarDecl *const *	clang::FunctionParmPackExpr::end	0
unsigned int	clang::FunctionParmPackExpr::getNumExpansions	1
class clang::SourceLocation	clang::FunctionParmPackExpr::getBeginLoc	1
class clang::SourceLocation	clang::FunctionParmPackExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::FunctionParmPackExpr::children	1
class clang::RecordDecl *	clang::RecordType::getDecl	1
_Bool	clang::RecordType::hasConstFields	1
_Bool	clang::RecordType::isSugared	1
class clang::QualType	clang::RecordType::desugar	1
_Bool	clang::FunctionNoProtoType::isSugared	1
class clang::QualType	clang::FunctionNoProtoType::desugar	1
enum clang::ElaboratedTypeKeyword	clang::TypeWithKeyword::getKeyword	1
class llvm::ArrayRef<class clang::TemplateArgument>	clang::AutoType::getTypeConstraintArguments	1
class clang::ConceptDecl *	clang::AutoType::getTypeConstraintConcept	1
_Bool	clang::AutoType::isConstrained	1
_Bool	clang::AutoType::isDecltypeAuto	1
_Bool	clang::AutoType::isGNUAutoType	1
enum clang::AutoTypeKeyword	clang::AutoType::getKeyword	1
class clang::Expr *	clang::DependentSizedArrayType::getSizeExpr	1
class clang::SourceRange	clang::DependentSizedArrayType::getBracketsRange	1
class clang::SourceLocation	clang::DependentSizedArrayType::getLBracketLoc	1
class clang::SourceLocation	clang::DependentSizedArrayType::getRBracketLoc	1
_Bool	clang::DependentSizedArrayType::isSugared	1
class clang::QualType	clang::DependentSizedArrayType::desugar	1
class clang::Module *	clang::ImportDecl::getImportedModule	0
class llvm::ArrayRef<class clang::SourceLocation>	clang::ImportDecl::getIdentifierLocs	1
class clang::SourceRange	clang::ImportDecl::getSourceRange	1
class clang::SourceLocation	clang::CXXTryStmt::getBeginLoc	1
class clang::SourceLocation	clang::CXXTryStmt::getTryLoc	1
class clang::SourceLocation	clang::CXXTryStmt::getEndLoc	1
const class clang::CompoundStmt *	clang::CXXTryStmt::getTryBlock	1
unsigned int	clang::CXXTryStmt::getNumHandlers	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXTryStmt::children	1
class clang::QualType	clang::AdjustedType::getOriginalType	1
class clang::QualType	clang::AdjustedType::getAdjustedType	1
_Bool	clang::AdjustedType::isSugared	1
class clang::QualType	clang::AdjustedType::desugar	1
class clang::TypeLoc	clang::MacroQualifiedTypeLoc::getInnerLoc	1
const class clang::IdentifierInfo *	clang::MacroQualifiedTypeLoc::getMacroIdentifier	1
class clang::SourceLocation	clang::MacroQualifiedTypeLoc::getExpansionLoc	1
class clang::QualType	clang::MacroQualifiedTypeLoc::getInnerType	1
class clang::SourceRange	clang::MacroQualifiedTypeLoc::getLocalSourceRange	1
class clang::RecordDecl *	clang::RecordTypeLoc::getDecl	1
class clang::SourceLocation	clang::UnresolvedUsingTypenameDecl::getUsingLoc	1
class clang::SourceLocation	clang::UnresolvedUsingTypenameDecl::getTypenameLoc	1
class clang::NestedNameSpecifierLoc	clang::UnresolvedUsingTypenameDecl::getQualifierLoc	1
class clang::NestedNameSpecifier *	clang::UnresolvedUsingTypenameDecl::getQualifier	1
struct clang::DeclarationNameInfo	clang::UnresolvedUsingTypenameDecl::getNameInfo	0
_Bool	clang::UnresolvedUsingTypenameDecl::isPackExpansion	1
class clang::SourceLocation	clang::UnresolvedUsingTypenameDecl::getEllipsisLoc	1
const class clang::UnresolvedUsingTypenameDecl *	clang::UnresolvedUsingTypenameDecl::getCanonicalDecl	1
class clang::VarTemplateDecl *	clang::VarTemplateSpecializationDecl::getSpecializedTemplate	1
const class clang::TemplateArgumentList &	clang::VarTemplateSpecializationDecl::getTemplateArgs	1
const struct clang::ASTTemplateArgumentListInfo *	clang::VarTemplateSpecializationDecl::getTemplateArgsInfo	1
enum clang::TemplateSpecializationKind	clang::VarTemplateSpecializationDecl::getSpecializationKind	1
_Bool	clang::VarTemplateSpecializationDecl::isExplicitSpecialization	1
_Bool	clang::VarTemplateSpecializationDecl::isClassScopeExplicitSpecialization	1
_Bool	clang::VarTemplateSpecializationDecl::isExplicitInstantiationOrSpecialization	1
class clang::SourceLocation	clang::VarTemplateSpecializationDecl::getPointOfInstantiation	1
class llvm::PointerUnion<class clang::VarTemplateDecl *, class clang::VarTemplatePartialSpecializationDecl *>	clang::VarTemplateSpecializationDecl::getInstantiatedFrom	1
class llvm::PointerUnion<class clang::VarTemplateDecl *, class clang::VarTemplatePartialSpecializationDecl *>	clang::VarTemplateSpecializationDecl::getSpecializedTemplateOrPartial	1
const class clang::TemplateArgumentList &	clang::VarTemplateSpecializationDecl::getTemplateInstantiationArgs	1
class clang::TypeSourceInfo *	clang::VarTemplateSpecializationDecl::getTypeAsWritten	1
class clang::SourceLocation	clang::VarTemplateSpecializationDecl::getExternLoc	1
class clang::SourceLocation	clang::VarTemplateSpecializationDecl::getTemplateKeywordLoc	1
class clang::SourceRange	clang::VarTemplateSpecializationDecl::getSourceRange	1
class clang::QualType	clang::TypeOfType::getUnmodifiedType	1
class clang::QualType	clang::TypeOfType::desugar	1
_Bool	clang::TypeOfType::isSugared	1
enum clang::TypeOfKind	clang::TypeOfType::getKind	1
class llvm::ArrayRef<class clang::TemplateArgument>	clang::ConceptSpecializationExpr::getTemplateArguments	1
const class clang::ImplicitConceptSpecializationDecl *	clang::ConceptSpecializationExpr::getSpecializationDecl	1
_Bool	clang::ConceptSpecializationExpr::isSatisfied	1
const struct clang::ASTConstraintSatisfaction &	clang::ConceptSpecializationExpr::getSatisfaction	1
class clang::SourceLocation	clang::ConceptSpecializationExpr::getBeginLoc	1
class clang::SourceLocation	clang::ConceptSpecializationExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ConceptSpecializationExpr::children	1
class clang::TemplateParameterList *	clang::TemplateDecl::getTemplateParameters	1
_Bool	clang::TemplateDecl::hasAssociatedConstraints	1
class clang::NamedDecl *	clang::TemplateDecl::getTemplatedDecl	1
_Bool	clang::TemplateDecl::isTypeAlias	1
class clang::SourceRange	clang::TemplateDecl::getSourceRange	1
class clang::QualType	clang::PackExpansionType::getPattern	1
class std::optional<unsigned int>	clang::PackExpansionType::getNumExpansions	1
_Bool	clang::PackExpansionType::isSugared	1
class clang::QualType	clang::PackExpansionType::desugar	1
class clang::ASTContext &	clang::TranslationUnitDecl::getASTContext	0
class clang::NamespaceDecl *	clang::TranslationUnitDecl::getAnonymousNamespace	1
class clang::TypeLoc	clang::PipeTypeLoc::getValueLoc	1
class clang::SourceRange	clang::PipeTypeLoc::getLocalSourceRange	1
class clang::SourceLocation	clang::PipeTypeLoc::getKWLoc	1
class clang::QualType	clang::PipeTypeLoc::getInnerType	1
enum clang::UnaryOperatorKind	clang::UnaryOperator::getOpcode	1
class clang::Expr *	clang::UnaryOperator::getSubExpr	1
class clang::SourceLocation	clang::UnaryOperator::getOperatorLoc	1
_Bool	clang::UnaryOperator::canOverflow	1
_Bool	clang::UnaryOperator::isPrefix	1
_Bool	clang::UnaryOperator::isPostfix	1
_Bool	clang::UnaryOperator::isIncrementOp	1
_Bool	clang::UnaryOperator::isDecrementOp	1
_Bool	clang::UnaryOperator::isIncrementDecrementOp	1
_Bool	clang::UnaryOperator::isArithmeticOp	1
class clang::SourceLocation	clang::UnaryOperator::getBeginLoc	1
class clang::SourceLocation	clang::UnaryOperator::getEndLoc	1
class clang::SourceLocation	clang::UnaryOperator::getExprLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::UnaryOperator::children	1
_Bool	clang::UnaryOperator::hasStoredFPFeatures	1
class clang::FPOptionsOverride	clang::UnaryOperator::getStoredFPFeatures	1
class clang::FPOptionsOverride	clang::UnaryOperator::getFPOptionsOverride	1
class clang::QualType	clang::BlockPointerType::getPointeeType	1
_Bool	clang::BlockPointerType::isSugared	1
class clang::QualType	clang::BlockPointerType::desugar	1
const class clang::ExplicitSpecifier	clang::CXXConstructorDecl::getExplicitSpecifier	1
_Bool	clang::CXXConstructorDecl::isExplicit	1
class llvm::iterator_range<class clang::CXXCtorInitializer *const *>	clang::CXXConstructorDecl::inits	1
class clang::CXXCtorInitializer *const *	clang::CXXConstructorDecl::init_begin	0
class clang::CXXCtorInitializer *const *	clang::CXXConstructorDecl::init_end	0
class std::reverse_iterator<class clang::CXXCtorInitializer *const *>	clang::CXXConstructorDecl::init_rbegin	0
class std::reverse_iterator<class clang::CXXCtorInitializer *const *>	clang::CXXConstructorDecl::init_rend	0
unsigned int	clang::CXXConstructorDecl::getNumCtorInitializers	1
_Bool	clang::CXXConstructorDecl::isDelegatingConstructor	1
class clang::CXXConstructorDecl *	clang::CXXConstructorDecl::getTargetConstructor	1
_Bool	clang::CXXConstructorDecl::isDefaultConstructor	1
_Bool	clang::CXXConstructorDecl::isCopyConstructor	1
_Bool	clang::CXXConstructorDecl::isMoveConstructor	1
_Bool	clang::CXXConstructorDecl::isCopyOrMoveConstructor	1
_Bool	clang::CXXConstructorDecl::isSpecializationCopyingObject	1
_Bool	clang::CXXConstructorDecl::isInheritingConstructor	1
class clang::InheritedConstructor	clang::CXXConstructorDecl::getInheritedConstructor	1
const class clang::CXXConstructorDecl *	clang::CXXConstructorDecl::getCanonicalDecl	1
_Bool	clang::ReferenceType::isSpelledAsLValue	1
_Bool	clang::ReferenceType::isInnerRef	1
class clang::QualType	clang::ReferenceType::getPointeeTypeAsWritten	1
class clang::QualType	clang::ReferenceType::getPointeeType	1
class clang::SourceLocation	clang::PointerTypeLoc::getStarLoc	1
class clang::TypeSourceInfo *	clang::CXXScalarValueInitExpr::getTypeSourceInfo	1
class clang::SourceLocation	clang::CXXScalarValueInitExpr::getRParenLoc	1
class clang::SourceLocation	clang::CXXScalarValueInitExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXScalarValueInitExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXScalarValueInitExpr::children	1
class clang::SourceRange	clang::HLSLBufferDecl::getSourceRange	1
class clang::SourceLocation	clang::HLSLBufferDecl::getLocStart	1
class clang::SourceLocation	clang::HLSLBufferDecl::getLBraceLoc	1
class clang::SourceLocation	clang::HLSLBufferDecl::getRBraceLoc	1
_Bool	clang::HLSLBufferDecl::isCBuffer	1
enum clang::TypeLoc::TypeLocClass	clang::TypeLoc::getTypeLocClass	1
_Bool	clang::TypeLoc::isNull	1
class clang::QualType	clang::TypeLoc::getType	1
const class clang::Type *	clang::TypeLoc::getTypePtr	1
void *	clang::TypeLoc::getOpaqueData	0
class clang::SourceLocation	clang::TypeLoc::getBeginLoc	1
class clang::SourceLocation	clang::TypeLoc::getEndLoc	1
class clang::SourceRange	clang::TypeLoc::getSourceRange	1
class clang::SourceRange	clang::TypeLoc::getLocalSourceRange	1
unsigned int	clang::TypeLoc::getFullDataSize	1
class clang::TypeLoc	clang::TypeLoc::getNextTypeLoc	1
class clang::UnqualTypeLoc	clang::TypeLoc::getUnqualifiedLoc	1
class clang::TypeLoc	clang::TypeLoc::IgnoreParens	1
class clang::TypeLoc	clang::TypeLoc::findExplicitQualifierLoc	1
class clang::AutoTypeLoc	clang::TypeLoc::getContainedAutoTypeLoc	1
class clang::SourceLocation	clang::TypeLoc::findNullabilityLoc	1
class llvm::ArrayRef<const class clang::Expr *>	clang::RecoveryExpr::subExpressions	1
class clang::SourceLocation	clang::RecoveryExpr::getBeginLoc	1
class clang::SourceLocation	clang::RecoveryExpr::getEndLoc	1
const class clang::Expr *	clang::ParenExpr::getSubExpr	1
class clang::SourceLocation	clang::ParenExpr::getBeginLoc	1
class clang::SourceLocation	clang::ParenExpr::getEndLoc	1
class clang::SourceLocation	clang::ParenExpr::getLParen	1
class clang::SourceLocation	clang::ParenExpr::getRParen	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::ParenExpr::children	1
class clang::SourceLocation	clang::LabelStmt::getIdentLoc	1
class clang::LabelDecl *	clang::LabelStmt::getDecl	1
const char *	clang::LabelStmt::getName	1
const class clang::Stmt *	clang::LabelStmt::getSubStmt	1
class clang::SourceLocation	clang::LabelStmt::getBeginLoc	1
class clang::SourceLocation	clang::LabelStmt::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::LabelStmt::children	1
_Bool	clang::LabelStmt::isSideEntry	1
class clang::SourceLocation	clang::TypeSpecTypeLoc::getNameLoc	1
class clang::SourceRange	clang::TypeSpecTypeLoc::getLocalSourceRange	1
class clang::SourceLocation	clang::RValueReferenceTypeLoc::getAmpAmpLoc	1
const struct clang::DeclarationNameInfo &	clang::DependentScopeDeclRefExpr::getNameInfo	1
class clang::DeclarationName	clang::DependentScopeDeclRefExpr::getDeclName	1
class clang::SourceLocation	clang::DependentScopeDeclRefExpr::getLocation	1
class clang::NestedNameSpecifierLoc	clang::DependentScopeDeclRefExpr::getQualifierLoc	1
class clang::NestedNameSpecifier *	clang::DependentScopeDeclRefExpr::getQualifier	1
class clang::SourceLocation	clang::DependentScopeDeclRefExpr::getTemplateKeywordLoc	1
class clang::SourceLocation	clang::DependentScopeDeclRefExpr::getLAngleLoc	1
class clang::SourceLocation	clang::DependentScopeDeclRefExpr::getRAngleLoc	1
_Bool	clang::DependentScopeDeclRefExpr::hasTemplateKeyword	1
_Bool	clang::DependentScopeDeclRefExpr::hasExplicitTemplateArgs	1
const class clang::TemplateArgumentLoc *	clang::DependentScopeDeclRefExpr::getTemplateArgs	1
unsigned int	clang::DependentScopeDeclRefExpr::getNumTemplateArgs	1
class llvm::ArrayRef<class clang::TemplateArgumentLoc>	clang::DependentScopeDeclRefExpr::template_arguments	1
class clang::SourceLocation	clang::DependentScopeDeclRefExpr::getBeginLoc	1
class clang::SourceLocation	clang::DependentScopeDeclRefExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::DependentScopeDeclRefExpr::children	1
const class clang::CXXRecordDecl *	clang::CXXRecordDecl::getCanonicalDecl	1
const class clang::CXXRecordDecl *	clang::CXXRecordDecl::getPreviousDecl	1
const class clang::CXXRecordDecl *	clang::CXXRecordDecl::getMostRecentDecl	1
const class clang::CXXRecordDecl *	clang::CXXRecordDecl::getMostRecentNonInjectedDecl	1
class clang::CXXRecordDecl *	clang::CXXRecordDecl::getDefinition	1
_Bool	clang::CXXRecordDecl::hasDefinition	1
_Bool	clang::CXXRecordDecl::isDynamicClass	1
_Bool	clang::CXXRecordDecl::mayBeDynamicClass	1
_Bool	clang::CXXRecordDecl::mayBeNonDynamicClass	1
_Bool	clang::CXXRecordDecl::isParsingBaseSpecifiers	1
unsigned int	clang::CXXRecordDecl::getODRHash	1
unsigned int	clang::CXXRecordDecl::getNumBases	1
class llvm::iterator_range<const class clang::CXXBaseSpecifier *>	clang::CXXRecordDecl::bases	1
const class clang::CXXBaseSpecifier *	clang::CXXRecordDecl::bases_begin	0
const class clang::CXXBaseSpecifier *	clang::CXXRecordDecl::bases_end	0
unsigned int	clang::CXXRecordDecl::getNumVBases	1
class llvm::iterator_range<const class clang::CXXBaseSpecifier *>	clang::CXXRecordDecl::vbases	1
const class clang::CXXBaseSpecifier *	clang::CXXRecordDecl::vbases_begin	0
const class clang::CXXBaseSpecifier *	clang::CXXRecordDecl::vbases_end	0
_Bool	clang::CXXRecordDecl::hasAnyDependentBases	1
class llvm::iterator_range<class clang::DeclContext::specific_decl_iterator<class clang::CXXMethodDecl> >	clang::CXXRecordDecl::methods	1
class clang::DeclContext::specific_decl_iterator<class clang::CXXMethodDecl>	clang::CXXRecordDecl::method_begin	0
class clang::DeclContext::specific_decl_iterator<class clang::CXXMethodDecl>	clang::CXXRecordDecl::method_end	0
class llvm::iterator_range<class clang::DeclContext::specific_decl_iterator<class clang::CXXConstructorDecl> >	clang::CXXRecordDecl::ctors	1
class clang::DeclContext::specific_decl_iterator<class clang::CXXConstructorDecl>	clang::CXXRecordDecl::ctor_begin	0
class clang::DeclContext::specific_decl_iterator<class clang::CXXConstructorDecl>	clang::CXXRecordDecl::ctor_end	0
class llvm::iterator_range<class clang::CXXRecordDecl::friend_iterator>	clang::CXXRecordDecl::friends	1
class clang::CXXRecordDecl::friend_iterator	clang::CXXRecordDecl::friend_begin	0
class clang::CXXRecordDecl::friend_iterator	clang::CXXRecordDecl::friend_end	0
_Bool	clang::CXXRecordDecl::hasFriends	1
_Bool	clang::CXXRecordDecl::defaultedCopyConstructorIsDeleted	1
_Bool	clang::CXXRecordDecl::defaultedMoveConstructorIsDeleted	1
_Bool	clang::CXXRecordDecl::defaultedDestructorIsDeleted	1
_Bool	clang::CXXRecordDecl::hasSimpleCopyConstructor	1
_Bool	clang::CXXRecordDecl::hasSimpleMoveConstructor	1
_Bool	clang::CXXRecordDecl::hasSimpleCopyAssignment	1
_Bool	clang::CXXRecordDecl::hasSimpleMoveAssignment	1
_Bool	clang::CXXRecordDecl::hasSimpleDestructor	1
_Bool	clang::CXXRecordDecl::hasDefaultConstructor	1
_Bool	clang::CXXRecordDecl::needsImplicitDefaultConstructor	1
_Bool	clang::CXXRecordDecl::hasUserDeclaredConstructor	1
_Bool	clang::CXXRecordDecl::hasUserProvidedDefaultConstructor	1
_Bool	clang::CXXRecordDecl::hasUserDeclaredCopyConstructor	1
_Bool	clang::CXXRecordDecl::needsImplicitCopyConstructor	1
_Bool	clang::CXXRecordDecl::needsOverloadResolutionForCopyConstructor	1
_Bool	clang::CXXRecordDecl::implicitCopyConstructorHasConstParam	1
_Bool	clang::CXXRecordDecl::hasCopyConstructorWithConstParam	1
_Bool	clang::CXXRecordDecl::hasUserDeclaredMoveOperation	1
_Bool	clang::CXXRecordDecl::hasUserDeclaredMoveConstructor	1
_Bool	clang::CXXRecordDecl::hasMoveConstructor	1
_Bool	clang::CXXRecordDecl::needsImplicitMoveConstructor	1
_Bool	clang::CXXRecordDecl::needsOverloadResolutionForMoveConstructor	1
_Bool	clang::CXXRecordDecl::hasUserDeclaredCopyAssignment	1
_Bool	clang::CXXRecordDecl::needsImplicitCopyAssignment	1
_Bool	clang::CXXRecordDecl::needsOverloadResolutionForCopyAssignment	1
_Bool	clang::CXXRecordDecl::implicitCopyAssignmentHasConstParam	1
_Bool	clang::CXXRecordDecl::hasCopyAssignmentWithConstParam	1
_Bool	clang::CXXRecordDecl::hasUserDeclaredMoveAssignment	1
_Bool	clang::CXXRecordDecl::hasMoveAssignment	1
_Bool	clang::CXXRecordDecl::needsImplicitMoveAssignment	1
_Bool	clang::CXXRecordDecl::needsOverloadResolutionForMoveAssignment	1
_Bool	clang::CXXRecordDecl::hasUserDeclaredDestructor	1
_Bool	clang::CXXRecordDecl::needsImplicitDestructor	1
_Bool	clang::CXXRecordDecl::needsOverloadResolutionForDestructor	1
_Bool	clang::CXXRecordDecl::isLambda	1
_Bool	clang::CXXRecordDecl::isGenericLambda	1
_Bool	clang::CXXRecordDecl::lambdaIsDefaultConstructibleAndAssignable	1
class clang::CXXMethodDecl *	clang::CXXRecordDecl::getLambdaCallOperator	1
class clang::FunctionTemplateDecl *	clang::CXXRecordDecl::getDependentLambdaCallOperator	1
class clang::CXXMethodDecl *	clang::CXXRecordDecl::getLambdaStaticInvoker	1
class clang::TemplateParameterList *	clang::CXXRecordDecl::getGenericLambdaTemplateParameterList	1
class llvm::ArrayRef<class clang::NamedDecl *>	clang::CXXRecordDecl::getLambdaExplicitTemplateParameters	1
enum clang::LambdaCaptureDefault	clang::CXXRecordDecl::getLambdaCaptureDefault	0
class llvm::iterator_range<const class clang::LambdaCapture *>	clang::CXXRecordDecl::captures	1
const class clang::LambdaCapture *	clang::CXXRecordDecl::captures_begin	0
const class clang::LambdaCapture *	clang::CXXRecordDecl::captures_end	0
unsigned int	clang::CXXRecordDecl::capture_size	1
class clang::UnresolvedSetIterator	clang::CXXRecordDecl::conversion_begin	0
class clang::UnresolvedSetIterator	clang::CXXRecordDecl::conversion_end	0
class llvm::iterator_range<class clang::UnresolvedSetIterator>	clang::CXXRecordDecl::getVisibleConversionFunctions	1
_Bool	clang::CXXRecordDecl::isAggregate	1
_Bool	clang::CXXRecordDecl::hasInClassInitializer	1
_Bool	clang::CXXRecordDecl::hasUninitializedReferenceMember	1
_Bool	clang::CXXRecordDecl::isPOD	1
_Bool	clang::CXXRecordDecl::isCLike	1
_Bool	clang::CXXRecordDecl::isEmpty	1
_Bool	clang::CXXRecordDecl::hasInitMethod	1
_Bool	clang::CXXRecordDecl::hasPrivateFields	1
_Bool	clang::CXXRecordDecl::hasProtectedFields	1
_Bool	clang::CXXRecordDecl::hasDirectFields	1
_Bool	clang::CXXRecordDecl::isPolymorphic	1
_Bool	clang::CXXRecordDecl::isAbstract	1
_Bool	clang::CXXRecordDecl::isStandardLayout	1
_Bool	clang::CXXRecordDecl::isCXX11StandardLayout	1
_Bool	clang::CXXRecordDecl::hasMutableFields	1
_Bool	clang::CXXRecordDecl::hasVariantMembers	1
_Bool	clang::CXXRecordDecl::hasTrivialDefaultConstructor	1
_Bool	clang::CXXRecordDecl::hasNonTrivialDefaultConstructor	1
_Bool	clang::CXXRecordDecl::hasConstexprNonCopyMoveConstructor	1
_Bool	clang::CXXRecordDecl::defaultedDefaultConstructorIsConstexpr	1
_Bool	clang::CXXRecordDecl::hasConstexprDefaultConstructor	1
_Bool	clang::CXXRecordDecl::hasTrivialCopyConstructor	1
_Bool	clang::CXXRecordDecl::hasTrivialCopyConstructorForCall	1
_Bool	clang::CXXRecordDecl::hasNonTrivialCopyConstructor	1
_Bool	clang::CXXRecordDecl::hasNonTrivialCopyConstructorForCall	1
_Bool	clang::CXXRecordDecl::hasTrivialMoveConstructor	1
_Bool	clang::CXXRecordDecl::hasTrivialMoveConstructorForCall	1
_Bool	clang::CXXRecordDecl::hasNonTrivialMoveConstructor	1
_Bool	clang::CXXRecordDecl::hasNonTrivialMoveConstructorForCall	1
_Bool	clang::CXXRecordDecl::hasTrivialCopyAssignment	1
_Bool	clang::CXXRecordDecl::hasNonTrivialCopyAssignment	1
_Bool	clang::CXXRecordDecl::hasTrivialMoveAssignment	1
_Bool	clang::CXXRecordDecl::hasNonTrivialMoveAssignment	1
_Bool	clang::CXXRecordDecl::defaultedDestructorIsConstexpr	1
_Bool	clang::CXXRecordDecl::hasConstexprDestructor	1
_Bool	clang::CXXRecordDecl::hasTrivialDestructor	1
_Bool	clang::CXXRecordDecl::hasTrivialDestructorForCall	1
_Bool	clang::CXXRecordDecl::hasNonTrivialDestructor	1
_Bool	clang::CXXRecordDecl::hasNonTrivialDestructorForCall	1
_Bool	clang::CXXRecordDecl::allowConstDefaultInit	1
_Bool	clang::CXXRecordDecl::hasIrrelevantDestructor	1
_Bool	clang::CXXRecordDecl::hasNonLiteralTypeFieldsOrBases	1
_Bool	clang::CXXRecordDecl::hasInheritedConstructor	1
_Bool	clang::CXXRecordDecl::hasInheritedAssignment	1
_Bool	clang::CXXRecordDecl::isTriviallyCopyable	1
_Bool	clang::CXXRecordDecl::isTrivial	1
_Bool	clang::CXXRecordDecl::isLiteral	1
_Bool	clang::CXXRecordDecl::isStructural	1
class clang::CXXRecordDecl *	clang::CXXRecordDecl::getInstantiatedFromMemberClass	1
class clang::MemberSpecializationInfo *	clang::CXXRecordDecl::getMemberSpecializationInfo	1
class clang::ClassTemplateDecl *	clang::CXXRecordDecl::getDescribedClassTemplate	1
enum clang::TemplateSpecializationKind	clang::CXXRecordDecl::getTemplateSpecializationKind	1
const class clang::CXXRecordDecl *	clang::CXXRecordDecl::getTemplateInstantiationPattern	1
class clang::CXXDestructorDecl *	clang::CXXRecordDecl::getDestructor	1
_Bool	clang::CXXRecordDecl::isAnyDestructorNoReturn	1
const class clang::FunctionDecl *	clang::CXXRecordDecl::isLocalClass	1
_Bool	clang::CXXRecordDecl::mayBeAbstract	1
_Bool	clang::CXXRecordDecl::isEffectivelyFinal	1
unsigned int	clang::CXXRecordDecl::getLambdaManglingNumber	1
_Bool	clang::CXXRecordDecl::hasKnownLambdaInternalLinkage	1
class clang::Decl *	clang::CXXRecordDecl::getLambdaContextDecl	1
unsigned int	clang::CXXRecordDecl::getLambdaIndexInContext	1
struct clang::CXXRecordDecl::LambdaNumbering	clang::CXXRecordDecl::getLambdaNumbering	1
unsigned int	clang::CXXRecordDecl::getDeviceLambdaManglingNumber	1
enum clang::MSInheritanceModel	clang::CXXRecordDecl::getMSInheritanceModel	0
enum clang::MSInheritanceModel	clang::CXXRecordDecl::calculateInheritanceModel	0
_Bool	clang::CXXRecordDecl::nullFieldOffsetIsZero	1
enum clang::MSVtorDispMode	clang::CXXRecordDecl::getMSVtorDispMode	1
_Bool	clang::CXXRecordDecl::isDependentLambda	1
_Bool	clang::CXXRecordDecl::isNeverDependentLambda	1
unsigned int	clang::CXXRecordDecl::getLambdaDependencyKind	1
class clang::TypeSourceInfo *	clang::CXXRecordDecl::getLambdaTypeInfo	1
_Bool	clang::CXXRecordDecl::isInterfaceLike	1
class clang::NestedNameSpecifier *	clang::DependentNameType::getQualifier	1
const class clang::IdentifierInfo *	clang::DependentNameType::getIdentifier	1
_Bool	clang::DependentNameType::isSugared	1
class clang::QualType	clang::DependentNameType::desugar	1
enum clang::attr::Kind	clang::AttributedType::getAttrKind	1
class clang::QualType	clang::AttributedType::getModifiedType	1
class clang::QualType	clang::AttributedType::getEquivalentType	1
_Bool	clang::AttributedType::isSugared	1
class clang::QualType	clang::AttributedType::desugar	1
_Bool	clang::AttributedType::isQualifier	1
_Bool	clang::AttributedType::isMSTypeSpec	1
_Bool	clang::AttributedType::isWebAssemblyFuncrefSpec	1
_Bool	clang::AttributedType::isCallingConv	1
class std::optional<enum clang::NullabilityKind>	clang::AttributedType::getImmediateNullability	1
class clang::SourceLocation	clang::SEHFinallyStmt::getBeginLoc	1
class clang::SourceLocation	clang::SEHFinallyStmt::getFinallyLoc	1
class clang::SourceLocation	clang::SEHFinallyStmt::getEndLoc	1
